user_name|tweet_text|created_at
SATMX|"Toma en cuenta que, en caso de obtener impuestos a pagar en tu declaración, puedes realizar el pago hasta en seis parcialidades.

Para más información, visita el minisitio en https://t.co/S6AbFC6GJ2 

#Declara2023 https://t.co/MPMENw6PCY"|Mon Apr 22 23:16:37 +0000 2024
SATMX|"#Declara2023

Conoce las opciones para verificar la vigencia de tu e.fima. Recuerda que es necesaria para presentar tu Declaración Anual 2023 de personas físicas, solo si tu saldo a favor es superior a 10 mil pesos o cambias tu cuenta CLABE.

Para más información, visita el https://t.co/VWvMzJ1Kzc"|Tue Apr 16 23:24:40 +0000 2024
SATMX|@hugoacost1 Buen día, el IVA debe estar incluido en el costo al público, sin importar si solicitas o no factura, en este caso puedes presentar la denuncia correspondiente en: https://t.co/pWXLHq4mIs, saludos.|Thu Oct 19 16:11:27 +0000 2023
SATMX|"#ComunicadoSAT 

El SAT recuerda a los contribuyentes que los gastos funerarios son deducibles del pago de impuesto sobre la renta (ISR) en la declaración anual, para poder obtener, en su caso, saldo a favor.

Asimismo, señala que las herencias no están sujetas al pago de https://t.co/okiHxjbbbl"|Tue Nov 28 02:22:44 +0000 2023
SATMX|"#ComunicadoSAT 
El SAT informa que, del 25 de octubre al 10 de noviembre, se considerarán días inhábiles en Acapulco de Juárez, por lo que no se computarán plazos y términos legales correspondientes. 

Asimismo, se comunica la apertura de los Módulos de Servicios Tributarios de https://t.co/bhM1Z58gPY"|Sat Oct 28 02:06:36 +0000 2023
SATMX|"#ComunicadoSAT 

El SAT recuerda a los contribuyentes tramitar o mantener vigente su e.firma para la presentación de la Declaración Anual 2023.

Asimismo, da a conocer los requisitos necesarios para obtener la e.firma por primera vez. https://t.co/R1H50FRMOm"|Mon Mar 11 18:31:50 +0000 2024
SATMX|"#ComunicadoSAT

El SAT informa que a partir del 1 de febrero está a disposición de las personas morales del Régimen General una nueva herramienta que permite presentar los pagos definitivos del IVA. 

Con lo anterior, el SAT reitera el compromiso de continuar implementando https://t.co/I6D3WOQWoy"|Thu Feb 15 17:59:18 +0000 2024
SATMX|"#ComunicadoSAT

El SAT recuerda los gastos médicos que se pueden deducir en la Declaración Anual 2023 de personas físicas.

Para más información, ingresa al Visor de deducciones personales en la siguiente liga:
https://t.co/I04b6cu2mi

#Declara2023 https://t.co/ncRqgpv7tu"|Mon Apr 08 19:02:18 +0000 2024
SATMX|"#ComunicadoSAT 

El SAT informa que, para aquellos contribuyentes que como resultado de la presentación de la Declaración Anual 2023 de personas físicas se les determine impuesto a pagar, tienen la opción de hacerlo hasta en seis parcialidades.

#Declara2023 https://t.co/4lQFuy124Q"|Mon Apr 01 15:07:47 +0000 2024
SATMX|"Conoce los requisitos para renovar tu e.firma si venció hace menos de un año. 

Ingresa a https://t.co/JfFxMkG8gY https://t.co/zxS5EstTuL"|Tue Dec 05 16:04:02 +0000 2023
SATMX|"Si eres persona física, conoce los detalles para inscribirte al RFC a través de Oficina Virtual, sin acudir a una oficina. 

Registra tu cita en https://t.co/HtlAkjaD9d https://t.co/6yG68ggYTc"|Wed Jun 12 19:25:21 +0000 2024
SATMX|"Obtén tu Constancia de Situación Fiscal a través de SAT ID. 

Consulta los requisitos e ingresa a https://t.co/JfFxMkG8gY https://t.co/Qy9vNdFkQk"|Wed Dec 13 16:03:13 +0000 2023
SATMX|"#ComunicadoSAT

El SAT informa que de enero a julio de 2024 la recaudación tributaria alcanzó 2 billones 943 mil 846 millones de pesos, lo que representa un incremento de 296 mil 339 millones de pesos, en comparación con el mismo periodo de 2023, es decir, un crecimiento real de https://t.co/HOSKvor6Ox"|Mon Aug 19 17:06:51 +0000 2024
SATMX|"Hoy, hace 27 años, iniciamos funciones como organismo encargado de recaudar las contribuciones del país. 

Este 1 de julio, celebramos ser parte de la transformación de México que contribuye a una sociedad más justa y equitativa. 

Contribuimos al bienestar de México https://t.co/mzezrBNx0K"|Mon Jul 01 15:47:32 +0000 2024
SATMX|"El Presidente de México, @lopezobrador_ presentó la propuesta de 20 reformas constitucionales que enviará al Congreso de la Unión.  

La número nueve establece: 
“Penalizar con severidad el delito fiscal ejercido por la delincuencia de cuello blanco mediante el uso de las https://t.co/OJiQHBnDwL"|Tue Feb 06 01:38:13 +0000 2024
SATMX|Si perteneces al RIF y este año cumples 10 años de tributar bajo este régimen, conoce cómo presentar tu aviso de actualización de obligaciones fiscales en https://t.co/KxzxGDnsNu https://t.co/V7zD5BPqSc|Fri Mar 01 18:09:24 +0000 2024
SATMX|"#ComunicadoSAT

El SAT y la @SRE_mx firmaron un convenio para que las y los mexicanos que viven en el exterior puedan inscribirse al RFC desde cualquier parte del mundo por medio de Oficina Virtual. 

Al respecto el jefe del SAT sostuvo que, como institución integrante de la https://t.co/BO3AgkxtRZ"|Wed May 22 22:41:02 +0000 2024
SATMX|"#ComunicadoSAT 

El SAT informa que la recaudación tributaria en el primer cuatrimestre de 2024 alcanzó un billón 766 mil 612 millones de pesos, cifra que cumplió la meta proyectada en la Ley de Ingresos de la Federación (LIF), al recaudar el 100.1 por ciento. 

Estos resultados https://t.co/sUwJyvkBvV"|Mon May 13 15:35:59 +0000 2024
SATMX|"#ComunicadoSAT 

El SAT recuerda a las Donatarias Autorizadas presentar su declaración anual a más tardar el 15 de febrero, en la cual deben informar acerca de sus ingresos obtenidos y de las erogaciones efectuadas.

Para más información, visita el Portal del SAT https://t.co/BhTPgK5swA"|Tue Feb 13 17:25:54 +0000 2024
SATMX|"Toma en cuenta que, en caso de obtener impuestos a pagar en tu declaración, puedes realizar el pago hasta en seis parcialidades.

Para más información, visita el minisitio en https://t.co/S6AbFC6GJ2 

#Declara2023 https://t.co/MPMENw6PCY"|Mon Apr 22 23:16:37 +0000 2024
SATMX|"#ComunicadoSAT 

El SAT informa que no se suspenderá la atención presencial en las oficinas del país durante el periodo vacacional del 18 de diciembre al 2 de enero. 

Asimismo, recuerda a los contribuyentes la opción de realizar trámites a través de las herramientas digitales https://t.co/1lAufXr8vB"|Thu Dec 14 17:06:21 +0000 2023
SATMX|"#Declara2023

Conoce las opciones para verificar la vigencia de tu e.fima. Recuerda que es necesaria para presentar tu Declaración Anual 2023 de personas físicas, solo si tu saldo a favor es superior a 10 mil pesos o cambias tu cuenta CLABE.

Para más información, visita el https://t.co/VWvMzJ1Kzc"|Tue Apr 16 23:24:40 +0000 2024
SATMX|@hugoacost1 Buen día, el IVA debe estar incluido en el costo al público, sin importar si solicitas o no factura, en este caso puedes presentar la denuncia correspondiente en: https://t.co/pWXLHq4mIs, saludos.|Thu Oct 19 16:11:27 +0000 2023
SATMX|"Si percibes ingresos por sueldos y salarios o asimilados a estos, conoce los usos del CFDI que puedes utilizar cuando te emitan una factura.

Para más información, visita https://t.co/jgdoMpGPIO https://t.co/S3YqTasOKF"|Tue Aug 06 16:44:09 +0000 2024
SATMX|"#ComunicadoSAT 

El SAT reconoce a las personas físicas y morales que presentaron su Declaración Anual del ejercicio 2023.

Asimismo, informa que el incremento en la presentación de declaraciones responde a una cultura contributiva cada vez más arraigada en la sociedad mexicana, https://t.co/hkivOD3rP9"|Thu May 09 17:35:18 +0000 2024
SATMX|"Conoce los pasos para habilitar tu Buzón Tributario, recuerda registrar al menos dos medios de contacto. 

Solo necesitas tu Contraseña o e.firma vigente. 

Conoce más información en https://t.co/3cTH3q8K7N https://t.co/rBByMgCsBW"|Thu Dec 28 16:03:22 +0000 2023
SATMX|"#ComunicadoSAT

El SAT invita a las personas físicas que están por iniciar su vida laboral a inscribirse en el RFC.

Para hacerlo deben registrar su cita en https://t.co/HtlAkjaD9d

Consulta más información en https://t.co/ipA3glv6e7 https://t.co/dMRhEHfnDu"|Mon May 06 18:29:55 +0000 2024
SATMX|"#ComunicadoSAT 

El SAT informa que, hasta el 31 de marzo, se encuentra disponible el Simulador para la Declaración Anual 2023 de personas físicas, herramienta que permite verificar el prellenado de ingresos, gastos, deducciones autorizadas y personales, retenciones, pagos https://t.co/4E6R3nbj3p"|Mon Mar 25 17:57:10 +0000 2024
SATMX|"#ComunicadoSAT

El SAT informa que, con motivo de la Declaración Anual 2023 de personas físicas, se amplía el horario de atención en las oficinas del SAT de 8:30 a 18:00, del 17 al 30 de abril.  

Para registrar tu cita, ingresa a https://t.co/HtlAkjaD9d

#Declara2023 https://t.co/iD2CtgxIAI"|Wed Apr 17 18:00:53 +0000 2024
SATMX|"#ComunicadoSAT 

El SAT informa que de enero a julio de 2023 la inscripción al RFC incrementó 135% en comparación al mismo periodo del año anterior. 

Asimismo, da orientación para que personas físicas y morales se incorporen al registro. https://t.co/5tzutn4UXG"|Mon Sep 18 16:00:28 +0000 2023
SATMX|"#ComunicadoSAT 

El SAT recuerda a las personas físicas que los pagos por colegiaturas y por transporte escolar, cuando este sea obligatorio, son conceptos deducibles en la declaración anual. Para ello, deben solicitar factura a la institución educativa con el complemento de https://t.co/l9LYR21nve"|Mon Aug 26 17:24:46 +0000 2024
SATMX|"#ComunicadoSAT

El SAT informa que identificó importaciones irregulares de empresas de paquetería y mensajería, por lo cual publicó la Primera Modificación al Anexo 5 de las Reglas Generales de Comercio Exterior para 2024, en la que se dan a conocer cuáles son las prácticas https://t.co/xdEyTwfXUD"|Thu May 30 18:50:01 +0000 2024
SATMX|"#ComunicadoSAT 

El SAT informa que en julio de 2024 realizó el embargo precautorio de un millón 401 mil 491 piezas provenientes de China, cuyo valor aproximado es de 418 millones de pesos.

Como parte de las acciones contempladas en el Plan Maestro 2024, el SAT instaló 91 puntos https://t.co/8PR7fdCp6W"|Mon Aug 12 17:17:13 +0000 2024
SATMX|"#ComunicadoSAT 

El SAT recuerda a los contribuyentes que pueden deducir gastos personales al presentar su Declaración Anual. 

Para más información, ingresa al Visor de deducciones personales en:
https://t.co/I04b6cu2mi

#Declara2023 https://t.co/xJsnk4Ptfb"|Wed Apr 10 18:00:27 +0000 2024
SATMX|"Presenta a tiempo tu declaración provisional o definitiva.

Identifica la fecha límite de pago, según el sexto dígito numérico de tu RFC. https://t.co/Fl58EBE5We"|Tue Aug 13 16:15:26 +0000 2024
SATMX|"#ComunicadoSAT

El SAT recuerda que contar con Buzón Tributario habilitado y medios de contacto actualizados es una obligación fiscal. 

El anterior es un canal de comunicación que tiene como objetivo simplificar la notificación de actos administrativos y el envío de mensajes de https://t.co/Ma5pFQcHnl"|Tue Dec 26 17:29:31 +0000 2023
SATMX|"#ComunicadoSAT 

El SAT recuerda a las personas físicas que tributan en el Régimen Simplificado de Confianza, los requisitos y obligaciones que deben cumplir para continuar con los beneficios que ofrece dicho régimen. 

En caso de requerir orientación, pueden llamar a MarcaSAT al https://t.co/ceJdK020Ms"|Mon Jan 08 17:10:25 +0000 2024
SATMX|"#ComunicadoSAT 

El SAT informa que en la nueva versión de la aplicación Factura SAT Móvil es posible emitir facturas electrónicas con complemento Carta Porte de servicios de autotransporte a través de dispositivos móviles.

La versión 2.0 de Factura SAT Móvil está disponible https://t.co/Y3tmhociWr"|Thu Jan 18 17:49:40 +0000 2024
SATMX|"#ComunicadoSAT 

El SAT informa que del 1 de enero al 1 de abril, las personas morales pueden presentar su Declaración Anual 2023. 

Asimismo, da a conocer las actualizaciones y mejoras para facilitar la presentación de las mismas. https://t.co/1uNJnZE8L2"|Thu Jan 04 17:09:25 +0000 2024
SATMX|"Conoce la forma y plazos para emitir las facturas que amparan los pagos en parcialidades o diferidos que recibes. 

Para más información, visita https://t.co/jgdoMpGhTg https://t.co/vhJpIcHOFz"|Tue Jul 30 18:02:01 +0000 2024
SATMX|"#ComunicadoSAT 
El SAT alerta sobre sitios falsos que buscan suplantar la identidad de la autoridad tributaria y hace un recordatorio de los medios de comunicación oficiales. https://t.co/WYcUi9L6Ky"|Thu Oct 12 16:01:22 +0000 2023
SATMX|"#ComunicadoSAT 

El SAT recuerda a las personas morales que se encuentren en proceso de liquidación, que deben presentar su declaración antes del 17 de enero. 

Para mayor información, pueden visitar el minisitio en 
https://t.co/6i09bZPM13 https://t.co/usgpUZBTR8"|Wed Jan 10 17:01:44 +0000 2024
SATMX|"#ComunicadoSAT
El SAT informa que, a partir de mañana y hasta nuevo aviso, modificará sus horarios de 10:00 a 16:00 horas en los Módulos de Servicios Tributarios de Guamúchil, Guasave y Los Mochis, debido a las condiciones climáticas. https://t.co/g38fAtFQAG"|Mon Oct 23 03:09:07 +0000 2023
SATMX|"#ComunicadoSAT
El SAT da a conocer que, para la emisión de facturas, los contribuyentes únicamente deben proporcionar: RFC, nombre o razón social, código postal del domicilio fiscal y el uso fiscal que se le dará al comprobante. 

Asimismo, señala como prácticas fiscales https://t.co/1K4etmnzYS"|Wed Oct 18 22:05:13 +0000 2023
SATMX|"#Declara2023

Conoce cómo renovar tu e.firma, recuerda que es necesaria para presentar tu Declaración Anual 2023 de personas físicas, solo si tu saldo a favor es superior a 10 mil pesos o cambias tu cuenta CLABE.

Para más información, visita el minisitio en https://t.co/4YIZ5bfMyB"|Thu Apr 18 16:36:33 +0000 2024
SATMX|"#ComunicadoSAT 

El SAT informa que de enero a mayo la recaudación tributaria fue de 2 billones 130 mil 565 millones de pesos, monto que superó 100.2% de la cifra proyectada por la Ley de Ingresos de la Federación para el Ejercicio Fiscal de 2024. https://t.co/wdt9ZVdacI"|Mon Jun 10 16:22:43 +0000 2024
SATMX|"Si eres persona física RESICO, conoce las retenciones que debes incluir cuando realices actividades con personas morales.

#CFDI https://t.co/t3sIyVjiCn"|Tue Aug 20 16:00:36 +0000 2024
SATMX|"#ComunicadoSAT 

El SAT informa que, al cierre de 2023, la recaudación tributaria acumulada alcanzó 4 billones 517 mil 730 millones de pesos, lo que representa un crecimiento real de 12.3% respecto a 2022.

A lo largo del sexenio, los ingresos tributarios pasaron de 3 billones a https://t.co/SbLKipr1mx"|Mon Jan 15 15:06:20 +0000 2024
SATMX|El SAT reconoce a las personas físicas y morales que presentaron su Declaración Anual 2023. https://t.co/rZan04WNBz|Fri May 10 19:07:46 +0000 2024
SATMX|"#ComunicadoSAT

El SAT informa que a partir del 1 de agosto se abren cinco nuevas oficinas de atención, con el objetivo de ampliar la cobertura de servicios a los contribuyentes. 

En cumplimiento con el Plan Maestro 2024, el SAT fortalece la capacidad de atención y garantiza una https://t.co/nLVyx6W2k2"|Mon Jul 29 23:01:17 +0000 2024
SATMX|"Recuerda que hoy es la fecha límite para presentar tu Declaración Anual 2023 de personas morales.

Para más información, visita el minisitio en https://t.co/F4ggm3YzPD

#Declara2023 https://t.co/janLWkW9Pt"|Mon Apr 01 21:00:08 +0000 2024
SATMX|"#ComunicadoSAT 

El SAT informa que los ingresos presupuestarios netos de México en 2022 representaron 24.5% del PIB, una proporción que ubicaría al país al nivel de naciones como Suiza o Costa Rica.

Cabe destacar que en México los recursos presupuestarios se obtienen de los https://t.co/7dHmsGRFGd"|Mon Jul 01 17:04:14 +0000 2024
SATMX|"#Declara2023

Conoce y utiliza las herramientas de apoyo para presentar tu Declaración Anual 2023 de personas físicas.

Para más información, ingresa al minisitio en https://t.co/S6AbFC6GJ2 https://t.co/lZebWoxXfp"|Fri Apr 12 16:34:50 +0000 2024
SATMX|"#ComunicadoSAT

El SAT informa que, en lo que va de la administración, se han recaudado 3.4 billones de pesos por auditorías y promoción de cumplimiento, lo que representa 2.2 billones de pesos más que en el sexenio anterior, es decir, un crecimiento real de 113.4 por ciento. https://t.co/0IFc9q3p0K"|Tue Jul 23 16:59:53 +0000 2024
SATMX|"Prepárate para tu Declaración Anual 2023 de personas físicas.

Ingresa al Simulador y verifica el prellenado de ingresos, gastos, deducciones autorizadas y personales, retenciones, pagos provisionales, así como saldos a favor, en caso de existir.

Solo necesitas tu RFC y https://t.co/xNw9R4vAvu"|Wed Mar 27 17:18:49 +0000 2024
SATMX|"Presenta tu Declaración Anual 2023 de personas físicas. Consulta los canales de atención disponibles para recibir orientación o resolver dudas.

Si requieres atención presencial, registra tu cita en https://t.co/HtlAkjaD9d 

Para mayor información, ingresa al minisitio en https://t.co/raGbig9ncK"|Thu Apr 04 16:35:59 +0000 2024
SATMX|"Presenta tu Declaración Anual 2023 de personas físicas, tienes hasta el 30 de abril.

Consulta los videotutoriales disponibles en https://t.co/FbBuZbadfQ 

#Declara2023 https://t.co/RQt4uWnz2K"|Tue Apr 09 18:14:16 +0000 2024
SATMX|"#Declara2023

Ingresa al minisitio Declaración Anual 2023 de personas físicas y consulta toda la información necesaria para presentarla del 1 al 30 de abril.

https://t.co/S6AbFC6GJ2 https://t.co/w3iS6jpBZ5"|Tue Apr 02 15:13:45 +0000 2024
SATMX|"#ComunicadoSAT

El SAT informa que en el primer semestre de 2024 la recaudación tributaria alcanzó 2 billones 526 mil 306 millones de pesos, cifra que superó la meta presupuestada en la Ley de Ingresos de la Federación para los primeros seis meses del año.

Lo anterior es gracias https://t.co/QLEAPOaRao"|Mon Jul 08 18:31:55 +0000 2024
SATMX|"Si eres persona física, conoce las retenciones que debes incluir cuando realices actividades con personas morales.

#CFDI https://t.co/kso35xNbie"|Wed Aug 14 16:35:56 +0000 2024
SATMX|"Recuerda que hoy 30 de abril es la fecha límite para presentar tu Declaración Anual 2023 de personas físicas. 

Para más información, visita el minisitio en https://t.co/S6AbFC6GJ2 https://t.co/IVfIyt1PDS"|Tue Apr 30 16:00:29 +0000 2024
SATMX|"Presenta tu Declaración Anual 2023 de personas físicas, consulta los requisitos. 

Para más información, ingresa al minisitio: https://t.co/S6AbFC6GJ2

#Declara2023 https://t.co/iBfUHyqFyP"|Wed Apr 03 21:02:09 +0000 2024
SATMX|Los resultados son gracias al compromiso de las y los contribuyentes por cumplir con sus obligaciones fiscales, tales como la Declaración Anual del ejercicio 2023. https://t.co/Yj4plKG37h|Tue May 14 21:49:15 +0000 2024
SATMX|En conferencia matutina, el presidente @lopezobrador_ informó que al 18 de junio de 2024 los ingresos tributarios alcanzaron 2 billones 464 mil 914 millones de pesos, lo que representa un incremento de 15.9% real en comparación con el mismo periodo del año anterior. https://t.co/JpYaZ5vDXE|Wed Jun 19 17:10:04 +0000 2024
SATMX|"Presenta tu Declaración Anual 2023 de personas físicas, tienes hasta el 30 de abril.

Conoce los gastos que pueden ser considerados como deducciones personales en tu declaración.

Para más información, consulta el minisitio en https://t.co/S6AbFC6GJ2

#Declara2023 https://t.co/y9rErpAbEi"|Thu Apr 11 17:59:02 +0000 2024
SATMX|"#ComunicadoSAT

El SAT informa que de enero a agosto de 2024 se obtuvieron 191 mil 506 millones de pesos por eficiencia recaudatoria, lo que significa un aumento de 133.7% respecto al mismo periodo de 2018 y 5.9% en términos reales comparado con el mismo periodo del año pasado. https://t.co/tX3JeEAQNt"|Tue Sep 17 18:40:39 +0000 2024
SATMX|"#ComunicadoSAT

El SAT informa que el periodo de convivencia entre las versiones 2.0 y 3.0 del complemento Carta Porte se extiende al 31 de marzo de 2024.

Asimismo, recuerda que el 31 de diciembre de 2023 concluyó la prórroga para la no aplicación de multas y sanciones, que para https://t.co/dVeq1Nzzji"|Tue Jan 02 18:00:20 +0000 2024
SATMX|"#ComunicadoSAT 

El SAT informa que, de enero a diciembre de 2023 se emitieron más de 10 mil 323 millones de facturas, lo que significa un promedio de 327 comprobantes por segundo.

La autoridad tributaria agradece el esfuerzo de los contribuyentes y reitera su compromiso de https://t.co/ZmGQw4k2Oy"|Thu Feb 29 17:13:26 +0000 2024
SATMX|"#Declara2023

Conéctate a la transmisión en vivo de Declaracion Anual 2023 de personas físicas y resuelve tus dudas. 

Mañana 25 de abril a las 17:00 horas, a través de nuestro canal de YouTube. https://t.co/8Dk6yHx5Tb"|Wed Apr 24 23:12:37 +0000 2024
SATMX|"¡No te dejes engañar!

Conoce e identifica los canales oficiales del SAT.

En caso de detectar un sitio, usuario o correo falso, envía tu denuncia a denuncias@sat.gob.mx https://t.co/ZyZkOcYR3l"|Wed May 15 18:08:33 +0000 2024
SATMX|"El jefe del SAT, Antonio Martínez Dagnino, agradece la confianza de la presidenta electa, Claudia Sheinbaum Pardo @ClaudiaShein, para continuar al frente de la institución. 

El SAT seguirá trabajando con honestidad y empeño para fortalecer la recaudación y dar la mejor atención"|Fri Sep 13 00:24:51 +0000 2024
SATMX|@JorgexMexico Buen día, la factura se debe expedir por el monto total de la operación incluyendo la tasa de IVA correspondiente de acuerdo al servicio brindado, sin solicitarte un pago adicional por la emisión del CFDI y condicionarte a realizar el pago en efectivo ya que se trata de una...|Mon Jun 10 21:54:11 +0000 2024
SATMX|"@ggfv_gabacha81 el IVA debe estar incluido en el precio del producto, solicites o no factura,  en caso de que te la nieguen puedes presentar una solicitud de ""Conciliación de Factura"" en: https://t.co/WVzNG4BB9X, saludos."|Wed Jun 19 15:21:16 +0000 2024
SATMX|@pakofuentes2 Buen día, no proceden retenciones de IVA por servicios prestados como actividad empresarial, saludos.|Thu Aug 15 22:13:48 +0000 2024
SATMX|@gerardo_toledo Buen día, si se trata de honorarios médicos podrás aplicarlos como deducción; en cuanto al IVA, se considera exento siempre y cuando sean proporcionados por médicos con cédula profesional, saludos.|Tue Aug 06 23:48:16 +0000 2024
SATMX|@Transformacin7 Por la fecha en la que realizaste la actualización de tus obligaciones, la declaración de IVA correspondiente al periodo de junio se debió presentar como pago definitivo, por ello, es necesario que la presentes de forma correcta y en cuanto a la declaración...|Fri Jul 26 18:14:08 +0000 2024
SATMX|@AmargaYMamona Buen día, en términos de la ficha de tramite 16/ISR del anexo 1-A de la Resolución Miscelánea Fiscal para 2024, el tiempo máximo de respuesta por parte de la autoridad es de 3 meses, agradecemos estés al pendiente de la resolución de tu tramite, saludos.|Fri Aug 30 15:49:36 +0000 2024
SATMX|@fugioco Buen día, recuerda que el RESICO, no cuenta con deducciones personales ni deducciones autorizadas, debido a las tasas reducidas de ISR que se aplican, saludos.|Tue Aug 27 17:52:39 +0000 2024
SATMX|@bernie0343 Buen día, este producto se encuentra gravado a la tasa del 0% de IVA, saludos.|Thu Jun 27 15:10:16 +0000 2024
SATMX|@asi_lo_veo Puedes consultar las retenciones de IVA en el artículo 1o.A- de la Ley del Impuesto al Valor Agregado, saludos.|Wed Aug 14 16:56:55 +0000 2024
SATMX|@FernandoAlaan Buen día, a fin de orientarte, ¿podrías indicarnos si cuentas con el estímulo de IVA de la región fronteriza?, quedamos atentos.|Mon Jul 15 18:24:54 +0000 2024
SATMX|@FernandoAlaan En este caso, ¿podrías indicarnos si eres persona física o moral y si cuentas con el estimulo de IVA de la región fronteriza?, quedamos atentos.|Mon Jul 15 21:30:18 +0000 2024
SATMX|@cpangelgg Buen día, en este caso, al ser un producto destinado a la alimentación humana estaría gravado a tasa 0%, ya que no esta entre los productos exceptuados de dicha tasa, conforme al articulo 2°-A de la ley del IVA, saludos.|Wed Jun 05 15:48:38 +0000 2024
